id_cliente,nombre,tipo_cliente,edad,genero,ultima_compra,frecuencia,valor_monetario,ticket_promedio,vehiculos_comprados,recency,r_score,f_score,m_score,rfm_score,segmento
792,ricardo rodriguez cardenas,potencial,30,M,,3,138382.0,46127.333333333336,3,999.0,2,4,3,9,Prometedores
793,mauricio moreno herrera,recurrente,29,F,,2,18908.0,9454.0,2,999.0,2,3,1,6,Potenciales
794,mauricio herrera rodriguez,nuevo,50,M,,1,158977.0,158977.0,1,999.0,2,2,4,8,Prometedores
795,veronica rodriguez ninez,empresarial,30,M,,3,93768.0,31256.0,3,999.0,2,4,2,8,Prometedores
796,felipe toro castanio,recurrente,39,F,2024-07-08,3,114962.0,38320.666666666664,3,611.0,5,4,3,12,Leales
797,carolina gonzalez vargas,recurrente,53,M,,4,89558.0,29852.666666666668,4,999.0,2,5,2,9,Prometedores
798,hernan gonzalez toro,nuevo,72,M,,4,316778.0,79194.5,4,999.0,2,5,5,12,Leales
799,monica espania lopez,potencial,59,M,,3,198439.0,66146.33333333333,3,999.0,2,4,4,10,Leales
800,carolina lopez niniez,potencial,45,F,,1,39002.0,39002.0,1,999.0,2,2,2,6,Potenciales
801,ricardo alvarez cifuentes,recurrente,18,F,,1,32166.0,32166.0,1,999.0,2,2,2,6,Potenciales
802,ricardo dominguez garcia,recurrente,62,F,2021-07-13,3,300507.0,100169.0,3,1702.0,1,4,5,10,Leales
803,paola castano garcia,recurrente,48,F,,3,150132.0,50044.0,3,999.0,2,4,3,9,Prometedores
804,daniela cardenas perez,empresarial,80,F,,4,301820.0,75455.0,4,999.0,2,5,5,12,Leales
805,diego penia lopez,potencial,68,M,,2,90184.0,45092.0,2,999.0,2,3,2,7,Prometedores
806,sebastian vargas rios,potencial,80,M,,0,0.0,,0,999.0,2,1,1,4,Potenciales
807,claudia castanio gonzalez,potencial,31,F,,4,286385.0,71596.25,4,999.0,2,5,5,12,Leales
808,veronica rodriguez perez,recurrente,61,F,2023-11-09,5,342573.0,68514.6,5,853.0,5,5,5,15,Campeones
809,felipe fernandez cifuentes,recurrente,74,M,,3,159654.0,53218.0,3,999.0,2,4,4,10,Leales
810,monica alvarez perez,empresarial,63,M,,3,183014.0,61004.666666666664,3,999.0,2,4,4,10,Leales
811,ricardo niniez ramirez,empresarial,42,M,,7,409510.0,58501.42857142857,7,999.0,2,5,5,12,Leales
812,sebastian alvarez ramirez,vip,68,M,,3,272241.0,90747.0,3,999.0,2,4,5,11,Leales
814,felipe rios moreno,empresarial,72,M,,4,323560.0,80890.0,4,999.0,2,5,5,12,Leales
815,jesus dominguez sanchez,nuevo,48,F,2020-12-19,2,27805.0,13902.5,2,1908.0,1,3,1,5,Potenciales
816,paola gutierrez martinez,recurrente,48,M,,3,82409.0,27469.666666666668,3,999.0,2,4,2,8,Prometedores
817,patricia rodriguez fernandez,empresarial,19,M,,0,0.0,,0,999.0,2,1,1,4,Potenciales
818,jesus gutierrez ramirez,vip,31,M,,4,160478.0,40119.5,4,999.0,2,5,4,11,Leales
819,patricia martinez pena,nuevo,43,F,2024-12-17,6,309808.0,51634.666666666664,6,449.0,5,5,5,15,Campeones
820,jesus castanio fernandez,potencial,39,F,,5,107169.0,21433.8,5,999.0,2,5,3,10,Leales
821,mauricio rodriguez munoz,empresarial,39,M,,2,219071.0,109535.5,2,999.0,2,3,4,9,Prometedores
822,valentina perez herrera,potencial,62,M,,2,43872.0,21936.0,2,999.0,2,3,2,7,Prometedores
823,benjamin ospina cruz,recurrente,63,M,,1,72662.0,72662.0,1,999.0,2,2,2,6,Potenciales
824,paola herrera niniez,nuevo,79,M,2021-09-19,3,101925.0,33975.0,3,1634.0,1,4,3,8,Prometedores
825,ricardo espana lopez,vip,38,F,,3,130709.0,43569.666666666664,3,999.0,2,4,3,9,Prometedores
826,carolina rios munoz,nuevo,34,M,,0,0.0,,0,999.0,2,1,1,4,Potenciales
827,monica espania garcia,potencial,67,F,2024-06-14,3,219200.0,73066.66666666667,3,635.0,5,4,4,13,Campeones
828,mauricio herrera niniez,potencial,75,M,,3,203623.0,67874.33333333333,3,999.0,2,4,4,10,Leales
829,angela dominguez alvarez,recurrente,19,M,,1,56710.0,56710.0,1,999.0,2,2,2,6,Potenciales
830,maria ospina toro,empresarial,75,F,,0,0.0,,0,999.0,2,1,1,4,Potenciales
831,ricardo vargas cardenas,potencial,38,F,2022-06-30,1,57035.0,57035.0,1,1350.0,1,2,2,5,Potenciales
832,daniela gonzalez niniez,nuevo,30,M,2022-01-23,2,175134.0,87567.0,2,1508.0,1,3,4,8,Prometedores
833,julian martinez munioz,vip,50,M,,3,184112.0,61370.666666666664,3,999.0,2,4,4,10,Leales
834,ricardo ospina cruz,nuevo,33,F,,1,18721.0,18721.0,1,999.0,2,2,1,5,Potenciales
835,monica gutierrez cardenas,nuevo,56,F,,3,3000.0,1000.0,3,999.0,2,4,1,7,Prometedores
836,claudia dominguez herrera,potencial,80,M,,2,2000.0,1000.0,2,999.0,2,3,1,6,Potenciales
837,benjamin fernandez rodriguez,nuevo,47,F,,1,1000.0,1000.0,1,999.0,2,2,1,5,Potenciales
838,jose vargas lopez,empresarial,48,M,,3,314281.0,104760.33333333333,3,999.0,2,4,5,11,Leales
839,sofia espana ramirez,nuevo,78,F,,2,44803.0,22401.5,2,999.0,2,3,2,7,Prometedores
840,alvaro ninez ramirez,potencial,60,M,,4,200309.0,50077.25,4,999.0,2,5,4,11,Leales
841,camilo martinez espania,recurrente,27,M,,3,3000.0,1000.0,3,999.0,2,4,1,7,Prometedores
842,laura castano dominguez,vip,30,M,,1,119493.0,119493.0,1,999.0,2,2,3,7,Prometedores
843,carolina sanchez lopez,nuevo,28,M,2024-11-23,4,293325.0,73331.25,4,473.0,5,5,5,15,Campeones
844,andres dominguez herrera,recurrente,47,F,,3,126077.0,42025.666666666664,3,999.0,2,4,3,9,Prometedores
845,mauricio dominguez niniez,nuevo,58,M,,2,218147.0,109073.5,2,999.0,2,3,4,9,Prometedores
846,sofia ospina espana,potencial,55,M,,1,68682.0,68682.0,1,999.0,2,2,2,6,Potenciales
847,claudia perez ramirez,recurrente,46,M,,3,104907.0,34969.0,3,999.0,2,4,3,9,Prometedores
848,paola rios cardenas,empresarial,50,M,,3,118768.0,39589.333333333336,3,999.0,2,4,3,9,Prometedores
849,carolina niniez perez,potencial,65,M,2021-07-09,5,292507.0,58501.4,5,1706.0,1,5,5,11,Leales
850,maria cruz herrera,vip,20,F,,1,94456.0,94456.0,1,999.0,2,2,3,7,Prometedores
851,raul penia ramirez,potencial,66,M,,0,0.0,,0,999.0,2,1,1,4,Potenciales
852,julian cardenas cruz,empresarial,80,F,,1,1000.0,1000.0,1,999.0,2,2,1,5,Potenciales
853,benjamin ospina munioz,nuevo,30,M,,2,104129.0,52064.5,2,999.0,2,3,3,8,Prometedores
854,hernan cardenas rodriguez,nuevo,38,F,,0,0.0,,0,999.0,2,1,1,4,Potenciales
855,raul rodriguez lopez,potencial,58,M,2023-04-28,2,155593.0,77796.5,2,1048.0,1,3,4,8,Prometedores
856,valentina fernandez alvarez,nuevo,74,M,,0,0.0,,0,999.0,2,1,1,4,Potenciales
857,jose cruz garcia,potencial,49,M,,2,71375.0,35687.5,2,999.0,2,3,2,7,Prometedores
858,monica espana munioz,vip,100,F,,0,0.0,,0,999.0,2,1,1,4,Potenciales
859,benjamin perez toro,potencial,53,F,,5,278910.0,55782.0,5,999.0,2,5,5,12,Leales
860,sofia dominguez espania,recurrente,33,M,,2,210483.0,105241.5,2,999.0,2,3,4,9,Prometedores
861,maria lopez ospina,nuevo,79,F,,2,127518.0,63759.0,2,999.0,2,3,3,8,Prometedores
862,daniela rios perez,empresarial,75,M,,2,223230.0,111615.0,2,999.0,2,3,5,10,Leales
863,sofia cifuentes penia,potencial,44,M,,5,245333.0,49066.6,5,999.0,1,5,5,11,Leales
864,jose espana munioz,empresarial,27,F,2020-05-13,2,275112.0,137556.0,2,2128.0,1,3,5,9,Prometedores
865,camilo herrera cifuentes,potencial,51,M,,2,138042.0,69021.0,2,999.0,1,3,3,7,Prometedores
866,veronica lopez munioz,vip,18,F,2021-03-13,2,2000.0,1000.0,2,1824.0,1,3,1,5,Potenciales
867,raul garcia rios,empresarial,30,F,2020-07-16,4,286495.0,95498.33333333333,4,2064.0,1,5,5,11,Leales
868,claudia sanchez castano,recurrente,30,M,2023-09-17,4,90062.0,22515.5,4,906.0,5,5,2,12,Leales
869,monica cardenas fernandez,vip,30,F,,2,154086.0,77043.0,2,999.0,1,3,4,8,Prometedores
870,paola rodriguez garcia,empresarial,73,F,2022-03-23,2,134170.0,67085.0,2,1449.0,1,3,3,7,Prometedores
871,natalia alvarez gonzalez,nuevo,28,M,2024-01-19,4,254802.0,63700.5,4,782.0,5,5,5,15,Campeones
872,patricia alvarez gutierrez,vip,76,F,,4,327559.0,81889.75,4,999.0,1,5,5,11,Leales
873,carolina ramirez rios,nuevo,48,F,,1,1000.0,1000.0,1,999.0,1,2,1,4,Potenciales
874,daniela rodriguez gonzalez,empresarial,30,M,,1,24862.0,24862.0,1,999.0,1,2,1,4,Potenciales
875,carolina penia herrera,empresarial,30,M,,4,187675.0,46918.75,4,999.0,1,5,4,10,Leales
876,diego alvarez rios,recurrente,30,M,,4,176331.0,44082.75,4,999.0,1,5,4,10,Leales
877,sebastian castano penia,nuevo,76,M,,2,171136.0,85568.0,2,999.0,1,3,4,8,Prometedores
878,mauricio rodriguez alvarez,potencial,46,F,,2,2000.0,1000.0,2,999.0,1,3,1,5,Potenciales
879,jose herrera moreno,potencial,19,M,,1,1000.0,1000.0,1,999.0,1,2,1,4,Potenciales
880,laura toro fernandez,vip,69,M,2022-12-02,5,393565.0,98391.25,5,1195.0,1,5,5,11,Leales
881,alvaro pena toro,potencial,63,F,,1,67891.0,67891.0,1,999.0,1,2,2,5,Potenciales
882,jesus gonzalez espana,nuevo,30,M,,2,204168.0,102084.0,2,999.0,1,3,4,8,Prometedores
883,alejandro lopez martinez,empresarial,78,F,,1,62971.0,62971.0,1,999.0,1,2,2,5,Potenciales
884,camilo alvarez garcia,potencial,18,F,,3,291863.0,97287.66666666667,3,999.0,1,4,5,10,Leales
885,jose espana ramirez,nuevo,56,F,,4,214888.0,53722.0,4,999.0,1,5,4,10,Leales
886,diego cifuentes gutierrez,recurrente,22,F,,2,110959.0,55479.5,2,999.0,1,3,3,7,Prometedores
887,felipe sanchez toro,potencial,70,M,2020-09-13,6,527807.0,87967.83333333333,6,2005.0,1,5,5,11,Leales
888,laura ospina alvarez,recurrente,30,F,,0,0.0,,0,999.0,1,1,1,3,En riesgo
889,alvaro gutierrez espania,recurrente,40,M,,1,37021.0,37021.0,1,999.0,1,2,2,5,Potenciales
890,laura alvarez castano,vip,24,F,,1,26276.0,26276.0,1,999.0,1,2,1,4,Potenciales
891,jose garcia espana,nuevo,57,F,2021-12-27,1,1000.0,1000.0,1,1535.0,1,2,1,4,Potenciales
892,sofia moreno castanio,vip,32,F,,4,195188.0,97594.0,4,999.0,1,5,4,10,Leales
893,natalia gonzalez sanchez,potencial,20,M,,0,0.0,,0,999.0,1,1,1,3,En riesgo
894,jesus cruz martinez,potencial,22,M,2022-04-14,2,165408.0,82704.0,2,1427.0,1,3,4,8,Prometedores
895,patricia herrera martinez,recurrente,78,M,,5,406210.0,81242.0,5,999.0,1,5,5,11,Leales
896,jesus ospina perez,recurrente,49,M,2022-08-12,3,114664.0,57332.0,3,1307.0,1,4,3,8,Prometedores
897,paola castanio herrera,vip,55,F,2024-12-27,4,362883.0,90720.75,4,439.0,5,5,5,15,Campeones
898,carolina cardenas lopez,vip,39,M,,1,151035.0,151035.0,1,999.0,1,2,4,7,Prometedores
899,carolina dominguez niniez,vip,72,F,,2,1000.0,1000.0,2,999.0,1,3,1,5,Potenciales
900,julian rodriguez cruz,vip,59,M,,1,89765.0,89765.0,1,999.0,1,2,2,5,Potenciales
